index,NORMALIZED PEDESTRIAN POSITION X,NORMALIZED PEDESTRIAN POSITION Y,NORMALIZED PEDESTRIAN DIRECTION,NORMALIZED PEDESTRIAN SPEED,NORMALIZED CAR SPEED,TTC
25841,3.3046112988834917,-0.5,92.09,4.0,6.0,0.3333333333333333
25841,3.0631395683216325,-0.5,92.09,4.0,6.0,0.4
25837,4.071226678260391,-0.23219333043490215,92.09,4.0,6.0,0.4166666666666667
25843,4.226481086400489,-0.5,92.09,4.0,6.0,0.4
25834,4.804350028708348,-0.048912492822912934,92.09,4.0,6.0,0.4166666666666667
401,2.8937517584721952,-1.5,91.57,0.0,2.0,0.3333333333333333
402,3.1733297336825146,-1.5,91.57,0.0,2.0,0.375
402,3.2206405450572637,-1.5,91.57,0.0,2.0,0.375
399,1.6398055217471859,-1.5,91.57,0.0,2.0,0.43750000000000006
403,3.5193521998035737,-1.5,91.57,0.0,2.0,0.4166666666666667
402,3.075627193693658,-1.5,91.57,0.0,2.0,0.4
401,2.6011059377978403,-1.5,91.57,0.0,2.0,0.3333333333333333
401,2.945973292263301,-1.5,91.57,0.0,2.0,0.3333333333333333
401,2.677001277130633,-1.5,91.57,0.0,2.0,0.375
402,3.146612652185983,-1.5,91.57,0.0,2.0,0.375
96727,4.11729802459768,0.0,91.05,4.0,10.0,0.28448275862068967
96738,4.476028085140448,-0.47602808514044775,91.05,4.0,10.0,0.28448275862068967
96738,4.872989080446259,-0.4364945402231294,91.05,4.0,10.0,0.31343283582089554
96727,4.077639567467862,0.0,91.05,4.0,10.0,0.31343283582089554
96732,4.215469386461737,-0.2154693864617367,91.05,4.0,10.0,0.28448275862068967
96735,4.0,-0.3749076479035634,91.05,4.0,10.0,0.375
96735,4.361468689153835,-0.3614686891538349,91.05,4.0,10.0,0.28448275862068967
96736,4.726566350580075,-0.3632831752900378,91.05,4.0,10.0,0.31343283582089554
96727,4.222674984389595,0.0,91.05,4.0,10.0,0.28448275862068967
96735,4.687296560298878,-0.3436482801494393,91.05,4.0,10.0,0.31343283582089554
37918,4.5,-0.7388008132473611,90.52,4.0,12.0,0.375
37924,4.8223018809501,-1.0,90.52,4.0,12.0,0.2767857142857143
37907,4.5,-0.24888829482399322,90.52,4.0,12.0,0.375
37911,4.7919377742031095,-0.41612445159378153,90.52,4.0,12.0,0.2767857142857143
37924,4.901537616962755,-1.0,90.52,4.0,12.0,0.2767857142857143
37915,4.5,-0.6353799865937706,90.52,4.0,12.0,0.375
37922,4.560285505745265,-0.9397144942547352,90.52,4.0,12.0,0.2767857142857143
37908,4.874888926277216,-0.25022214744556703,90.52,4.0,12.0,0.2767857142857143
37920,4.6837486274018625,-0.8162513725981374,90.52,4.0,12.0,0.2767857142857143
37923,4.5126209207773975,-0.9873790792226023,90.52,4.0,12.0,0.2767857142857143
642,2.2670736318833127,-1.5,92.62,0.0,2.0,0.43750000000000006
641,1.835255080696427,-1.5,92.62,0.0,2.0,0.43750000000000006
643,2.730769617273744,-1.5,92.62,0.0,2.0,0.3333333333333333
643,2.510172874793004,-1.5,92.62,0.0,2.0,0.3333333333333333
641,1.991744265021695,-1.5,92.62,0.0,2.0,0.42857142857142855
642,2.22953959162742,-1.5,92.62,0.0,2.0,0.42857142857142855
640,1.4174178768380012,-1.5,92.62,0.0,2.0,0.42857142857142855
643,2.7029496157448616,-1.5,92.62,0.0,2.0,0.375
643,2.6166716428459345,-1.5,92.62,0.0,2.0,0.3333333333333333
642,2.123683455727026,-1.5,92.62,0.0,2.0,0.43750000000000006
25952,3.9312153725406276,0.0,92.62,4.0,6.0,0.375
25952,3.921880303742536,0.0,92.62,4.0,6.0,0.4166666666666667
25952,3.997698360926238,0.0,92.62,4.0,6.0,0.375
25952,3.6242356492524204,0.0,92.62,4.0,6.0,0.4
25955,3.0,-0.21392130808676896,92.62,4.0,6.0,0.375
25954,3.0,-0.16967414205518472,92.62,4.0,6.0,0.375
25951,3.07548569022795,0.0,92.62,4.0,6.0,0.3333333333333333
25952,3.9386279663917008,0.0,92.62,4.0,6.0,0.4
25952,3.9506480979967087,0.0,92.62,4.0,6.0,0.375
25951,3.2426962081856914,0.0,92.62,4.0,6.0,0.375
38394,4.5,-0.3813270248881448,92.62,4.0,12.0,0.375
38387,4.554729617014782,-0.05472961701478285,92.62,4.0,12.0,0.2767857142857143
38390,4.672395616536411,-0.1723956165364109,92.62,4.0,12.0,0.2767857142857143
38408,4.995897485686469,-0.9917949713729383,92.62,4.0,12.0,0.2767857142857143
38388,4.5,-0.09320206294684336,92.62,4.0,12.0,0.375
38387,4.5,-0.06343028511205279,92.62,4.0,12.0,0.375
38395,4.904865950623863,-0.4048659506238628,92.62,4.0,12.0,0.2767857142857143
38387,4.5,-0.0824171899997248,92.62,4.0,12.0,0.375
38399,4.793652631695113,-0.5873052633902266,92.62,4.0,12.0,0.2767857142857143
38404,4.899979329443904,-0.799958658887808,92.62,4.0,12.0,0.2767857142857143
59896,5.0,-1.5,90.0,4.380315680883435,16.0,0.25961538461538464
58040,5.0,-1.3754061323683668,90.39122474436333,4.124593867631633,15.750812264736734,0.2641509433962264
49771,5.0,-0.03886973363679758,93.0586326909203,4.974086844242135,14.05182631151573,0.2641509433962264
59778,5.0,-1.5,90.0,4.310647090615654,16.0,0.25961538461538464
59300,5.0,-1.5,90.0,4.028640113974598,16.0,0.25961538461538464
59486,5.0,-1.5,90.0,4.138513872301249,16.0,0.25490196078431376
55237,5.0,-1.2933156325346065,91.29797782768267,4.413368734930787,15.173262530138427,0.2641509433962264
50267,5.0,-1.0373860950864082,92.90521532285736,4.925227809827184,14.149544380345633,0.2641509433962264
59737,5.0,-1.5,90.0,4.2863770073710015,16.0,0.25961538461538464
59435,5.0,-1.5,90.0,4.108330432108506,16.0,0.25961538461538464
765,3.0874818040323038,-1.5,93.14,0.0,2.0,0.375
761,1.0312823238394788,-1.5,93.14,0.0,2.0,0.42857142857142855
764,2.622112064109276,-1.5,93.14,0.0,2.0,0.4
762,1.7555847288181265,-1.5,93.14,0.0,2.0,0.42857142857142855
761,1.0786798694543378,-1.5,93.14,0.0,2.0,0.42857142857142855
762,1.9271425219408327,-1.5,93.14,0.0,2.0,0.42857142857142855
764,2.632216742770886,-1.5,93.14,0.0,2.0,0.4
764,2.8464856973358037,-1.5,93.14,0.0,2.0,0.3333333333333333
765,3.1772748954489742,-1.5,93.14,0.0,2.0,0.4
764,2.666838181881796,-1.5,93.14,0.0,2.0,0.375
97221,4.0,-0.49293900101186405,93.14,4.0,10.0,0.375
97212,4.878830973674751,0.0,93.14,4.0,10.0,0.31343283582089554
97211,4.026591866608179,0.0,93.14,4.0,10.0,0.28448275862068967
97219,4.349706082295555,-0.3497060822955545,93.14,4.0,10.0,0.28448275862068967
97211,4.383410809522443,0.0,93.14,4.0,10.0,0.28448275862068967
97220,4.406124757093664,-0.4061247570936643,93.14,4.0,10.0,0.28448275862068967
97220,4.757945387268959,-0.3789726936344796,93.14,4.0,10.0,0.31343283582089554
97221,4.0,-0.48009090471476623,93.14,4.0,10.0,0.375
97211,4.1391012232558175,0.0,93.14,4.0,10.0,0.28448275862068967
97212,4.530623130558718,0.0,93.14,4.0,10.0,0.31343283582089554
31098,5.0,-1.5,90.25779875496879,0.0,12.0,0.375
31156,3.060272921370079,-1.5,90.52,0.0,12.0,0.375
31160,4.978802115131162,-1.5,90.52320996542299,0.0,12.0,0.2685185185185185
31156,3.22779165757192,-1.5,90.52,0.0,12.0,0.375
31157,3.528097681924549,-1.5,90.52,0.0,12.0,0.2685185185185185
31152,1.3409342717139743,-1.5,90.52,0.0,12.0,0.375
31158,4.152762187976293,-1.5,90.52,0.0,12.0,0.2685185185185185
31250,2.221027584171635,-1.5,90.94081582296829,0.0,12.0,0.2685185185185185
31103,5.0,-1.5,90.27699524326246,0.0,12.0,0.375
31046,5.0,-1.5,90.03044493216242,0.0,12.0,0.375
31310,4.104979796077682,-1.5,91.18297443029702,0.0,12.0,0.2685185185185185
31276,2.7710713523071497,-1.5,91.05,0.0,12.0,0.2685185185185185
31280,4.998246505891176,-1.5,91.05,0.0,12.0,0.2685185185185185
31361,2.5186584004121544,-1.5,91.41865646622448,0.0,12.0,0.2685185185185185
31181,5.0,-1.5,90.61293707791272,0.0,12.0,0.375
31275,2.083505799347006,-1.5,91.05,0.0,12.0,0.2685185185185185
31243,5.0,-1.5,90.88751588639745,0.0,12.0,0.375
31328,3.549071213407569,-1.5,91.26556656257944,0.0,12.0,0.2685185185185185
31281,4.971602226303213,-1.5,91.05421909780638,0.0,12.0,0.2685185185185185
31300,4.387850978692523,-1.5,91.14094785459424,0.0,12.0,0.2685185185185185
25831,3.5864573743616717,0.0,92.09,4.0,6.0,0.4
25830,3.4655300159292186,0.0,92.09,4.0,6.0,0.375
25832,4.133021187641633,0.0,92.09,4.0,6.0,0.4166666666666667
25832,4.428780949920936,0.0,92.09,4.0,6.0,0.4
25830,3.4154592783246063,0.0,92.09,4.0,6.0,0.4
25830,3.294110488009124,0.0,92.09,4.0,6.0,0.3333333333333333
25831,3.8469921190463636,0.0,92.09,4.0,6.0,0.4166666666666667
25830,3.499829604698792,0.0,92.09,4.0,6.0,0.3333333333333333
25830,3.2952937191209,0.0,92.09,4.0,6.0,0.3333333333333333
25839,3.0,-0.4126512113312715,92.09,4.0,6.0,0.375
96867,4.307913172249265,-0.8460434138753679,91.57,4.0,10.0,0.31343283582089554
96870,4.3221951248937565,-1.0,91.57,4.0,10.0,0.31343283582089554
96871,4.99739616930032,-1.0,91.57,4.0,10.0,0.31343283582089554
96864,4.253983775695941,-0.7460162243040589,91.57,4.0,10.0,0.28448275862068967
96865,4.233852666537413,-0.7661473334625866,91.57,4.0,10.0,0.28448275862068967
96868,4.128910659426688,-0.935544670286656,91.57,4.0,10.0,0.31343283582089554
96860,4.484493289603163,-0.5155067103968364,91.57,4.0,10.0,0.28448275862068967
96870,4.076821789192777,-1.0,91.57,4.0,10.0,0.28448275862068967
96870,4.041619272313383,-1.0,91.57,4.0,10.0,0.31343283582089554
96863,4.71608302559301,-0.6419584872034949,91.57,4.0,10.0,0.31343283582089554
25962,3.4524369349268786,-0.5,92.62,4.0,6.0,0.375
25964,4.091360156329445,-0.5,92.62,4.0,6.0,0.4166666666666667
25962,3.1840023925659207,-0.5,92.62,4.0,6.0,0.4
25962,3.1327809673554112,-0.5,92.62,4.0,6.0,0.3333333333333333
25963,3.799714399826747,-0.5,92.62,4.0,6.0,0.4
25961,3.2391129740579085,-0.44022175648552286,92.62,4.0,6.0,0.4166666666666667
25962,3.444608308970378,-0.5,92.62,4.0,6.0,0.4166666666666667
25964,4.244467201441613,-0.5,92.62,4.0,6.0,0.4166666666666667
25962,3.240744186421037,-0.5,92.62,4.0,6.0,0.4
25963,3.7807746505806126,-0.5,92.62,4.0,6.0,0.375
25611,3.754709478703779,-1.0,91.05,4.0,6.0,0.4166666666666667
25610,3.2964698966285733,-1.0,91.05,4.0,6.0,0.4
25607,3.712031565331859,-0.8219921086670352,91.05,4.0,6.0,0.4166666666666667
25605,4.300266948867351,-0.6749332627831623,91.05,4.0,6.0,0.4166666666666667
25610,3.10925316225101,-1.0,91.05,4.0,6.0,0.4
