NORMALIZED PEDESTRIAN POSITION X,NORMALIZED PEDESTRIAN POSITION Y,NORMALIZED PEDESTRIAN DIRECTION,NORMALIZED PEDESTRIAN SPEED,TTC
-11.434252843625218,-1.6000000000000003,4.299999999999987,1.3888888888888888,inf
12.465865908724703,-4.000000000000002,2.4999999999999973,1.3888888888888888,inf
42.30888111201456,-4.000000000000002,4.500000000000026,1.3888888888888888,2.8889055316305385
-19.45280234389549,-0.7999999999999999,1.4000000000000148,1.3888888888888888,inf
-1.4973049073817206,-2.600000000000001,0.3999999999999751,1.3888888888888888,inf
9.466554194602566,-3.700000000000002,4.500000000000026,1.3888888888888888,inf
21.49348347711217,-1.9000000000000008,0.1999999999999875,1.3888888888888888,1.368008334374919
25.4882724007379,-2.3000000000000007,0.2999999999999813,1.3888888888888888,1.6560227003494326
-19.402350431021237,-0.7999999999999999,3.800000000000018,1.3888888888888888,inf
39.40198909541387,-6.699999999999992,1.7999999999999898,1.3888888888888888,inf
26.38170330857813,-2.400000000000001,4.999999999999995,1.3888888888888888,1.734600679274905
57.23172372027648,-5.4999999999999964,4.800000000000007,1.3888888888888888,3.973937156943021
29.46091634459963,-5.699999999999996,0.8999999999999949,1.3888888888888888,inf
-2.4810825175026503,-2.500000000000001,2.900000000000023,1.3888888888888888,inf
81.12564894656272,-7.899999999999988,4.399999999999981,1.3888888888888888,5.704813498880402
51.2796852252088,-4.899999999999999,3.900000000000012,1.3888888888888888,3.5361888273086937
28.458577360328245,-2.600000000000001,0.9999999999999888,1.3888888888888888,1.872285158098196
-14.432844351527107,-1.3,3.1000000000000107,1.3888888888888888,inf
57.26271384901771,-5.4999999999999964,3.59999999999998,1.3888888888888888,3.96782960536172
-26.43400180968453,-0.1,1.5000000000000084,1.3888888888888888,inf
-4.49643073065935,-2.3000000000000007,0.2999999999999813,1.3888888888888888,inf
80.33266285562932,-7.799999999999988,1.4000000000000148,1.3888888888888888,5.6176769339707935
22.480151956176435,-2.0000000000000004,0.6000000000000135,1.3888888888888888,1.440078960443114
